AYUSH_Code,AYUSH_Term,Target_System,WHO_Code_Candidate,WHO_Term_Candidate,Similarity_Score,Suggested_Relationship
SIDDHA-SAC1.10,Kutti Varmam,Biomedicine,1D61.3,- - - Venezuelan haemorrhagic fever,0.5094,related-to
SIDDHA-SAC1.11,Tivaḷai Varmam,Biomedicine,NB93.02,- - - - Crushing injury of vulva,0.5084,related-to
SIDDHA-SAC1.12,Veḷḷīral Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5676,related-to
SIDDHA-SAC1.12,Veḷḷīral Varmam,TM2,SP54,Fever with body pain disorder (TM2),0.5322,related-to
SIDDHA-SAC1.12,Veḷḷīral Varmam,TM2,SP57,Intermittent fever disorder (TM2),0.5118,related-to
SIDDHA-SAC1.12,Veḷḷīral Varmam,Biomedicine,NB93.02,- - - - Crushing injury of vulva,0.5933,related-to
SIDDHA-SAC1.12,Veḷḷīral Varmam,Biomedicine,1E90.1,- - - - Varicella meningitis,0.56,related-to
SIDDHA-SAC1.12,Veḷḷīral Varmam,Biomedicine,1E90,- - - Varicella,0.55,related-to
SIDDHA-SAC1.13,Kārīral Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5295,related-to
SIDDHA-SAC1.13,Kārīral Varmam,TM2,SP57,Intermittent fever disorder (TM2),0.5151,related-to
SIDDHA-SAC1.16,Atti Kāntāri Varmam,TM2,SM76,Severe vomiting and diarrhoea disorder (TM2),0.5199,related-to
SIDDHA-SAC1.16,Atti Kāntāri Varmam,Biomedicine,DD90.4,- - - Functional nausea or vomiting,0.5319,related-to
SIDDHA-SAC1.16,Atti Kāntāri Varmam,Biomedicine,MD90,- - - - Nausea or vomiting,0.5273,related-to
SIDDHA-SAC1.16,Atti Kāntāri Varmam,Biomedicine,RA00.0,- - - Vaping related disorder,0.514,related-to
SIDDHA-SAD,Vayiṟṟil Kāṇum Varma Aṭikaḷ,Biomedicine,XM6602,- - - - - - Vernakalant,0.5338,related-to
SIDDHA-SAD,Vayiṟṟil Kāṇum Varma Aṭikaḷ,Biomedicine,1E90,- - - Varicella,0.5187,related-to
SIDDHA-SAD1.1,Caṭayanta Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5284,related-to
SIDDHA-SAD1.1,Caṭayanta Varmam,Biomedicine,NB93.02,- - - - Crushing injury of vulva,0.5322,related-to
SIDDHA-SAD1.1,Caṭayanta Varmam,Biomedicine,1E90,- - - Varicella,0.5225,related-to
SIDDHA-SAD1.1,Caṭayanta Varmam,Biomedicine,1E90.2,- - - - Varicella encephalitis,0.5025,related-to
SIDDHA-SAD1.2,Ciṟiya Atti Curukki Varmam,TM2,SM76,Severe vomiting and diarrhoea disorder (TM2),0.508,related-to
SIDDHA-SAD1.2,Ciṟiya Atti Curukki Varmam,Biomedicine,1E90.2,- - - - Varicella encephalitis,0.5072,related-to
SIDDHA-SAD1.4,Muṇṭellu Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5542,related-to
SIDDHA-SAD1.4,Muṇṭellu Varmam,TM2,SM76,Severe vomiting and diarrhoea disorder (TM2),0.5351,related-to
SIDDHA-SAD1.4,Muṇṭellu Varmam,Biomedicine,RA00.0,- - - Vaping related disorder,0.5201,related-to
SIDDHA-SAD1.4,Muṇṭellu Varmam,Biomedicine,ST20,- - - - Injury pattern in the varmam or marmam (TM2),0.5161,related-to
SIDDHA-SAD1.4,Muṇṭellu Varmam,Biomedicine,1E90.1,- - - - Varicella meningitis,0.5161,related-to
SIDDHA-SAD1.5,Ceppu Varmam,TM2,SP13,Hip joint pain disorder (TM2),0.5615,related-to
SIDDHA-SAD1.5,Ceppu Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5167,related-to
SIDDHA-SAD1.5,Ceppu Varmam,Biomedicine,NC75.1,- - - Injury of femoral vein at hip or thigh level,0.5075,related-to
SIDDHA-SAE1.1,Iḷaṅ Kuruttu Untimaṟu Varmam,Biomedicine,NC75.Z,- - - Injury of unspecified blood vessel at hip or thigh level,0.5284,related-to
SIDDHA-SAE1.1,Iḷaṅ Kuruttu Untimaṟu Varmam,Biomedicine,NC75,- - Injury of blood vessels at hip or thigh level,0.521,related-to
SIDDHA-SAE1.1,Iḷaṅ Kuruttu Untimaṟu Varmam,Biomedicine,NC75.3,- - - Injury of multiple blood vessels at hip or thigh level,0.5103,related-to
SIDDHA-SAE1.2,Kompēṟi Maṟuvarmam / Ellu Maṟu Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.6187,narrower-than
SIDDHA-SAE1.2,Kompēṟi Maṟuvarmam / Ellu Maṟu Varmam,TM2,SM33,Abdominal pain disorder (TM2),0.551,related-to
SIDDHA-SAE1.2,Kompēṟi Maṟuvarmam / Ellu Maṟu Varmam,TM2,SM76,Severe vomiting and diarrhoea disorder (TM2),0.5255,related-to
SIDDHA-SAE1.2,Kompēṟi Maṟuvarmam / Ellu Maṟu Varmam,Biomedicine,ST20,- - - - Injury pattern in the varmam or marmam (TM2),0.5659,related-to
SIDDHA-SAE1.2,Kompēṟi Maṟuvarmam / Ellu Maṟu Varmam,Biomedicine,NB93.02,- - - - Crushing injury of vulva,0.5305,related-to
SIDDHA-SAE1.2,Kompēṟi Maṟuvarmam / Ellu Maṟu Varmam,Biomedicine,1E90,- - - Varicella,0.5089,related-to
SIDDHA-SAE1.3,Neñcu Naṭukku Maṟu Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5711,related-to
SIDDHA-SAE1.3,Neñcu Naṭukku Maṟu Varmam,TM2,SR89,"Urine colour of excessive depravement of Vaḷi, Aẕal and Aiyam pattern (TM2)",0.5388,related-to
SIDDHA-SAE1.3,Neñcu Naṭukku Maṟu Varmam,Biomedicine,1E90.1,- - - - Varicella meningitis,0.5062,related-to
SIDDHA-SAE1.4,Uṟumi Maṟu Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5368,related-to
SIDDHA-SAE1.4,Uṟumi Maṟu Varmam,TM2,SP57,Intermittent fever disorder (TM2),0.5208,related-to
SIDDHA-SAE1.4,Uṟumi Maṟu Varmam,TM2,SP54,Fever with body pain disorder (TM2),0.5192,related-to
SIDDHA-SAE1.4,Uṟumi Maṟu Varmam,Biomedicine,ST20,- - - - Injury pattern in the varmam or marmam (TM2),0.5077,related-to
SIDDHA-SAE1.5,Kuḷippūṭṭut Taḷḷelumpu Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5522,related-to
SIDDHA-SAE1.5,Kuḷippūṭṭut Taḷḷelumpu Varmam,Biomedicine,NB93.02,- - - - Crushing injury of vulva,0.5568,related-to
SIDDHA-SAE1.6,Cippi Tūṅku Catai Varmam,TM2,SM3L,Vomiting disorder (TM2),0.5025,related-to
SIDDHA-SAE1.8,Nāvāri Ellu Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5112,related-to
SIDDHA-SAE1.8,Nāvāri Ellu Varmam,Biomedicine,NB93.02,- - - - Crushing injury of vulva,0.5638,related-to
SIDDHA-SAE1.8,Nāvāri Ellu Varmam,Biomedicine,GA34.00,- - - - Vulval pain,0.5149,related-to
SIDDHA-SAE1.8,Nāvāri Ellu Varmam,Biomedicine,NA04.9,- - - Injury of vagus nerve,0.5071,related-to
SIDDHA-SAE1.9,Akattuvāra Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5925,related-to
SIDDHA-SAE1.9,Akattuvāra Varmam,Biomedicine,NB93.02,- - - - Crushing injury of vulva,0.5201,related-to
SIDDHA-SAE1.9,Akattuvāra Varmam,Biomedicine,NF08.20,- - - - Hand and arm vibration syndrome,0.5112,related-to
SIDDHA-SAE1.10,Kaik Kuẕi Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5277,related-to
SIDDHA-SAE1.10,Kaik Kuẕi Varmam,TM2,SP20,"Muscle pain, twisting disorder (TM2)",0.5171,related-to
SIDDHA-SAE1.10,Kaik Kuẕi Varmam,Biomedicine,NB93.02,- - - - Crushing injury of vulva,0.5224,related-to
SIDDHA-SAE1.11,Cippi Acaivu Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5182,related-to
SIDDHA-SAE1.11,Cippi Acaivu Varmam,TM2,SP54,Fever with body pain disorder (TM2),0.5085,related-to
SIDDHA-SAE1.11,Cippi Acaivu Varmam,Biomedicine,NB93.02,- - - - Crushing injury of vulva,0.5005,related-to
SIDDHA-SAE1.12,Kaip Puja Poruttu Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5259,related-to
SIDDHA-SAE1.12,Kaip Puja Poruttu Varmam,TM2,SP54,Fever with body pain disorder (TM2),0.5019,related-to
SIDDHA-SAE1.12,Kaip Puja Poruttu Varmam,Biomedicine,NB93.02,- - - - Crushing injury of vulva,0.5409,related-to
SIDDHA-SAE1.12,Kaip Puja Poruttu Varmam,Biomedicine,5C58.13,- - - - - Variegate porphyria,0.5387,related-to
SIDDHA-SAE1.12,Kaip Puja Poruttu Varmam,Biomedicine,GA34.00,- - - - Vulval pain,0.5115,related-to
SIDDHA-SAF1.2,Mum Mūrtti Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5612,related-to
SIDDHA-SAF1.2,Mum Mūrtti Varmam,Biomedicine,ST20,- - - - Injury pattern in the varmam or marmam (TM2),0.5433,related-to
SIDDHA-SAF1.3,Mūttira Varmam,TM2,SR89,"Urine colour of excessive depravement of Vaḷi, Aẕal and Aiyam pattern (TM2)",0.5025,related-to
SIDDHA-SAF1.4,Patippu Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5485,related-to
SIDDHA-SAF1.4,Patippu Varmam,TM2,SL71,Varicose ulcer disorder (TM2),0.5092,related-to
SIDDHA-SAF1.4,Patippu Varmam,TM2,SP54,Fever with body pain disorder (TM2),0.5038,related-to
SIDDHA-SAF1.4,Patippu Varmam,Biomedicine,NC95.6,- - - Injury of popliteal vein,0.5548,related-to
SIDDHA-SAF1.4,Patippu Varmam,Biomedicine,GA34.00,- - - - Vulval pain,0.5388,related-to
SIDDHA-SAF1.4,Patippu Varmam,Biomedicine,NB93.02,- - - - Crushing injury of vulva,0.5304,related-to
SIDDHA-SAF1.5,Aka Uruḷai Vicai Narampu Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5424,related-to
SIDDHA-SAF1.5,Aka Uruḷai Vicai Narampu Varmam,TM2,SL71,Varicose ulcer disorder (TM2),0.5229,related-to
SIDDHA-SAF1.5,Aka Uruḷai Vicai Narampu Varmam,TM2,SM9B,Vaginismus disorder (TM2),0.5033,related-to
SIDDHA-SAF1.5,Aka Uruḷai Vicai Narampu Varmam,Biomedicine,NB93.02,- - - - Crushing injury of vulva,0.6552,narrower-than
SIDDHA-SAF1.5,Aka Uruḷai Vicai Narampu Varmam,Biomedicine,GA34.00,- - - - Vulval pain,0.6259,narrower-than
SIDDHA-SAF1.5,Aka Uruḷai Vicai Narampu Varmam,Biomedicine,GA34.02,- - - - Vulvodynia,0.6046,narrower-than
SIDDHA-SAF1.6,Vittu Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.6275,narrower-than
SIDDHA-SAF1.6,Vittu Varmam,TM2,SM9B,Vaginismus disorder (TM2),0.5097,related-to
SIDDHA-SAF1.6,Vittu Varmam,TM2,SP57,Intermittent fever disorder (TM2),0.5056,related-to
SIDDHA-SAF1.6,Vittu Varmam,Biomedicine,NB93.02,- - - - Crushing injury of vulva,0.6393,narrower-than
SIDDHA-SAF1.6,Vittu Varmam,Biomedicine,GA34.00,- - - - Vulval pain,0.5953,related-to
SIDDHA-SAF1.6,Vittu Varmam,Biomedicine,GA13.7,- - - - Vulvar haematoma,0.5904,related-to
SIDDHA-SAF1.7,Iliṅka Naṭukku Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5115,related-to
SIDDHA-SAF1.7,Iliṅka Naṭukku Varmam,Biomedicine,NB93.02,- - - - Crushing injury of vulva,0.5439,related-to
SIDDHA-SAF1.7,Iliṅka Naṭukku Varmam,Biomedicine,GA34.00,- - - - Vulval pain,0.5298,related-to
SIDDHA-SAF1.7,Iliṅka Naṭukku Varmam,Biomedicine,GA34.02,- - - - Vulvodynia,0.5111,related-to
SIDDHA-SAF1.8,Tumpu Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.649,narrower-than
SIDDHA-SAF1.8,Tumpu Varmam,TM2,SM95,Vaginitis disorder (TM2),0.5007,related-to
SIDDHA-SAF1.8,Tumpu Varmam,Biomedicine,ST20,- - - - Injury pattern in the varmam or marmam (TM2),0.598,related-to
SIDDHA-SAF1.8,Tumpu Varmam,Biomedicine,NB93.02,- - - - Crushing injury of vulva,0.5779,related-to
SIDDHA-SAF1.8,Tumpu Varmam,Biomedicine,GA34.00,- - - - Vulval pain,0.5154,related-to
SIDDHA-SAG1.1,Toṭai Maiya Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5872,related-to
SIDDHA-SAG1.1,Toṭai Maiya Varmam,TM2,SP13,Hip joint pain disorder (TM2),0.5754,related-to
SIDDHA-SAG1.1,Toṭai Maiya Varmam,Biomedicine,ST20,- - - - Injury pattern in the varmam or marmam (TM2),0.5268,related-to
SIDDHA-SAG1.2,Mēl Toṭai Maiya Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.609,narrower-than
SIDDHA-SAG1.2,Mēl Toṭai Maiya Varmam,Biomedicine,ST20,- - - - Injury pattern in the varmam or marmam (TM2),0.5623,related-to
SIDDHA-SAG1.2,Mēl Toṭai Maiya Varmam,Biomedicine,NA60.11,"- - - - Laceration of vertebral artery, major",0.5256,related-to
SIDDHA-SAG1.2,Mēl Toṭai Maiya Varmam,Biomedicine,NC75.11,"- - - - Laceration of femoral vein at hip or thigh level, major",0.5079,related-to
SIDDHA-SAG1.3,Kīẕ Toṭai Maiya Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5793,related-to
SIDDHA-SAG1.3,Kīẕ Toṭai Maiya Varmam,Biomedicine,ST20,- - - - Injury pattern in the varmam or marmam (TM2),0.5275,related-to
SIDDHA-SAG1.3,Kīẕ Toṭai Maiya Varmam,Biomedicine,NA60.11,"- - - - Laceration of vertebral artery, major",0.521,related-to
SIDDHA-SAH1.1,Muṭṭukkaṇṇu Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5295,related-to
SIDDHA-SAH1.2,Muṭṭu Ciraṭṭai Varmam,Biomedicine,FA33.4,- - - - Chronic instability of knee,0.5421,related-to
SIDDHA-SAH1.2,Muṭṭu Ciraṭṭai Varmam,Biomedicine,NC93,- - Dislocation or strain or sprain of joints or ligaments of knee,0.5276,related-to
SIDDHA-SAH1.2,Muṭṭu Ciraṭṭai Varmam,Biomedicine,FA33.40,"- - - - - Chronic instability of knee, medial collateral ligament or other or unspecified part of medial meniscus",0.5234,related-to
SIDDHA-SAH1.3,Muẕaṅkāl Muṭṭu Pataippu Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5987,related-to
SIDDHA-SAH1.3,Muẕaṅkāl Muṭṭu Pataippu Varmam,Biomedicine,ST20,- - - - Injury pattern in the varmam or marmam (TM2),0.5645,related-to
SIDDHA-SAH1.3,Muẕaṅkāl Muṭṭu Pataippu Varmam,Biomedicine,NA60.11,"- - - - Laceration of vertebral artery, major",0.5462,related-to
SIDDHA-SAH1.4,Muẕaṅkāl Muṭṭu Moẕi Poruttu Varmam,Biomedicine,NC97.0,- - - Crushing injury of knee,0.5023,related-to
SIDDHA-SAH1.4,Muẕaṅkāl Muṭṭu Moẕi Poruttu Varmam,Biomedicine,ND15.1,- - - Injury of medial plantar nerve,0.5014,related-to
SIDDHA-SAH1.4,Muẕaṅkāl Muṭṭu Moẕi Poruttu Varmam,Biomedicine,NC93,- - Dislocation or strain or sprain of joints or ligaments of knee,0.5011,related-to
SIDDHA-SAI1.1,Kutiraimuka Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5149,related-to
SIDDHA-SAI1.1,Kutiraimuka Varmam,TM2,SP54,Fever with body pain disorder (TM2),0.5091,related-to
SIDDHA-SAI1.1,Kutiraimuka Varmam,Biomedicine,NB93.02,- - - - Crushing injury of vulva,0.5415,related-to
SIDDHA-SAI1.1,Kutiraimuka Varmam,Biomedicine,PC85,- - - Intentional self-harm by exposure to excessive heat,0.5075,related-to
SIDDHA-SAI1.2,Kutirai Nuṉi Nākku Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5173,related-to
SIDDHA-SAI1.2,Kutirai Nuṉi Nākku Varmam,Biomedicine,NB93.02,- - - - Crushing injury of vulva,0.5985,related-to
SIDDHA-SAI1.3,Vayiṟūti Varmam,Biomedicine,1E90,- - - Varicella,0.5368,related-to
SIDDHA-SAI1.3,Vayiṟūti Varmam,Biomedicine,NA60.11,"- - - - Laceration of vertebral artery, major",0.5342,related-to
SIDDHA-SAI1.3,Vayiṟūti Varmam,Biomedicine,1E90.1,- - - - Varicella meningitis,0.5082,related-to
SIDDHA-SAI1.4,Tumpikkāla Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5244,related-to
SIDDHA-SAI1.6,Kaṇapati Muka Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5618,related-to
SIDDHA-SAJ,Pātattil Kāṇum Varma Aṭikaḷ,Biomedicine,XM3FT2,- - - - Patisiran,0.5439,related-to
SIDDHA-SAJ1.1,Karaṇṭai Kaṇṇu Varmam,TM2,SP54,Fever with body pain disorder (TM2),0.525,related-to
SIDDHA-SAJ1.1,Karaṇṭai Kaṇṇu Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5118,related-to
SIDDHA-SAJ1.1,Karaṇṭai Kaṇṇu Varmam,Biomedicine,NB93.02,- - - - Crushing injury of vulva,0.5509,related-to
SIDDHA-SAJ1.1,Karaṇṭai Kaṇṇu Varmam,Biomedicine,MG30.41,- - - - - - Chronic visceral pain from vascular mechanisms,0.537,related-to
SIDDHA-SAJ1.1,Karaṇṭai Kaṇṇu Varmam,Biomedicine,GA34.00,- - - - Vulval pain,0.5359,related-to
SIDDHA-SAJ1.3,Karaṇṭai Moẕi Poruttu Varmam,TM2,SP20,"Muscle pain, twisting disorder (TM2)",0.5022,related-to
SIDDHA-SAJ1.3,Karaṇṭai Moẕi Poruttu Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5005,related-to
SIDDHA-SAJ1.3,Karaṇṭai Moẕi Poruttu Varmam,Biomedicine,NC95.7,- - - Injury of multiple blood vessels at lower leg level,0.5098,related-to
SIDDHA-SAJ1.3,Karaṇṭai Moẕi Poruttu Varmam,Biomedicine,NC99,- - Multiple injuries of lower leg,0.5035,related-to
SIDDHA-SAJ1.3,Karaṇṭai Moẕi Poruttu Varmam,Biomedicine,BD74,- - Chronic peripheral venous insufficiency of lower extremities,0.5015,related-to
SIDDHA-SAJ1.4,Kutikāl Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5496,related-to
SIDDHA-SAJ1.4,Kutikāl Varmam,Biomedicine,NA04.9,- - - Injury of vagus nerve,0.5239,related-to
SIDDHA-SAJ1.4,Kutikāl Varmam,Biomedicine,NB93.02,- - - - Crushing injury of vulva,0.5015,related-to
SIDDHA-SAJ1.4,Kutikāl Varmam,Biomedicine,ST20,- - - - Injury pattern in the varmam or marmam (TM2),0.5,related-to
SIDDHA-SAJ1.5,Narampu Naṭukku Muṭiccu Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5218,related-to
SIDDHA-SAJ1.5,Narampu Naṭukku Muṭiccu Varmam,Biomedicine,1E90.1,- - - - Varicella meningitis,0.5169,related-to
SIDDHA-SAJ1.5,Narampu Naṭukku Muṭiccu Varmam,Biomedicine,SK55,- - - - Weakness of thighs due to vata disorder (TM2),0.5166,related-to
SIDDHA-SAJ1.5,Narampu Naṭukku Muṭiccu Varmam,Biomedicine,1E90.2,- - - - Varicella encephalitis,0.5123,related-to
SIDDHA-SAJ1.6,Kālnerukku Varmam,Biomedicine,NB93.02,- - - - Crushing injury of vulva,0.5068,related-to
SIDDHA-SAJ1.7,Peru Viral Mañcaḷ Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5322,related-to
SIDDHA-SAJ1.7,Peru Viral Mañcaḷ Varmam,TM2,SL71,Varicose ulcer disorder (TM2),0.5283,related-to
SIDDHA-SAJ1.7,Peru Viral Mañcaḷ Varmam,Biomedicine,1E90.1,- - - - Varicella meningitis,0.5951,related-to
SIDDHA-SAJ1.7,Peru Viral Mañcaḷ Varmam,Biomedicine,1E90.2,- - - - Varicella encephalitis,0.5821,related-to
SIDDHA-SAJ1.7,Peru Viral Mañcaḷ Varmam,Biomedicine,1E90,- - - Varicella,0.5607,related-to
SIDDHA-SAK1.1,Puya Naṭukku Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5003,related-to
SIDDHA-SAK1.2,Puya Mēl Naṭukku Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5656,related-to
SIDDHA-SAK1.2,Puya Mēl Naṭukku Varmam,Biomedicine,NB93.02,- - - - Crushing injury of vulva,0.5125,related-to
SIDDHA-SAK1.3,Puya Kīẕ Naṭukku Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5519,related-to
SIDDHA-SAK1.3,Puya Kīẕ Naṭukku Varmam,Biomedicine,NB93.02,- - - - Crushing injury of vulva,0.5309,related-to
SIDDHA-SAL1.1,Muẕaṅkai Naṭukku Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5515,related-to
SIDDHA-SAL1.1,Muẕaṅkai Naṭukku Varmam,TM2,SP54,Fever with body pain disorder (TM2),0.5265,related-to
SIDDHA-SAL1.1,Muẕaṅkai Naṭukku Varmam,Biomedicine,1E90.1,- - - - Varicella meningitis,0.505,related-to
SIDDHA-SAL1.2,Muẕaṅkai Mēl Naṭukku Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5132,related-to
SIDDHA-SAL1.3,Muẕaṅkai Kīẕ Naṭukku Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.6015,narrower-than
SIDDHA-SAL1.3,Muẕaṅkai Kīẕ Naṭukku Varmam,TM2,SR89,"Urine colour of excessive depravement of Vaḷi, Aẕal and Aiyam pattern (TM2)",0.5071,related-to
SIDDHA-SAL1.3,Muẕaṅkai Kīẕ Naṭukku Varmam,TM2,SN41,Discoloration of body disorder (TM2),0.5046,related-to
SIDDHA-SAL1.3,Muẕaṅkai Kīẕ Naṭukku Varmam,Biomedicine,ST20,- - - - Injury pattern in the varmam or marmam (TM2),0.5714,related-to
SIDDHA-SAL1.4,Nāṭi Cūttira Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5188,related-to
SIDDHA-SAL1.4,Nāṭi Cūttira Varmam,Biomedicine,RA00.0,- - - Vaping related disorder,0.5294,related-to
SIDDHA-SAL1.4,Nāṭi Cūttira Varmam,Biomedicine,AB31.7,- - - Vertiginous syndromes,0.515,related-to
SIDDHA-SAL1.4,Nāṭi Cūttira Varmam,Biomedicine,1E90,- - - Varicella,0.5037,related-to
SIDDHA-SAM1.1,Muẕaṅkai Muṭṭu Pataippu Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.6171,narrower-than
SIDDHA-SAM1.1,Muẕaṅkai Muṭṭu Pataippu Varmam,Biomedicine,ST20,- - - - Injury pattern in the varmam or marmam (TM2),0.5644,related-to
SIDDHA-SAM1.1,Muẕaṅkai Muṭṭu Pataippu Varmam,Biomedicine,ND15.1,- - - Injury of medial plantar nerve,0.5113,related-to
SIDDHA-SAM1.1,Muẕaṅkai Muṭṭu Pataippu Varmam,Biomedicine,NC14.4,- - - Injury of musculocutaneous nerve,0.5099,related-to
SIDDHA-SAM1.2,Muẕaṅkai Muṭṭu Puṟatārai Vicai Narampu Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.58,related-to
SIDDHA-SAM1.2,Muẕaṅkai Muṭṭu Puṟatārai Vicai Narampu Varmam,Biomedicine,ST20,- - - - Injury pattern in the varmam or marmam (TM2),0.5296,related-to
SIDDHA-SAM1.3,Muẕaṅkai Muṭṭu Moẕipporuttu Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.6226,narrower-than
SIDDHA-SAM1.3,Muẕaṅkai Muṭṭu Moẕipporuttu Varmam,Biomedicine,ST20,- - - - Injury pattern in the varmam or marmam (TM2),0.5806,related-to
SIDDHA-SAM1.4,Muẕaṅkai Muṭṭu Kai Maṇṭai Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5437,related-to
SIDDHA-SAM1.4,Muẕaṅkai Muṭṭu Kai Maṇṭai Varmam,TM2,SP20,"Muscle pain, twisting disorder (TM2)",0.5095,related-to
SIDDHA-SAN1.1,Kai Peruviral Moẕi Poruttu Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5238,related-to
SIDDHA-SAN1.1,Kai Peruviral Moẕi Poruttu Varmam,Biomedicine,NC54.52,- - - - Traumatic rupture of volar plate of finger at metacarpophalangeal or interphalangeal joint,0.5476,related-to
SIDDHA-SAN1.1,Kai Peruviral Moẕi Poruttu Varmam,Biomedicine,NC54.10,- - - - Dislocation of metacarpophalangeal joint of thumb,0.5407,related-to
SIDDHA-SAN1.1,Kai Peruviral Moẕi Poruttu Varmam,Biomedicine,NC54.70,- - - - Strain or sprain of metacarpophalangeal joint of thumb,0.5374,related-to
SIDDHA-SAN1.2,Kai Peruviral Patakkaḷai Varmam,Biomedicine,NC54.70,- - - - Strain or sprain of metacarpophalangeal joint of thumb,0.5747,related-to
SIDDHA-SAN1.2,Kai Peruviral Patakkaḷai Varmam,Biomedicine,NC54.71,- - - - Strain or sprain of interphalangeal joint of thumb,0.5694,related-to
SIDDHA-SAN1.2,Kai Peruviral Patakkaḷai Varmam,Biomedicine,NC56.4,- - - Injury of blood vessel of thumb,0.5688,related-to
SIDDHA-SAN1.3,Kai Peruviral Aka Puṟatārai Varmam,Biomedicine,NC54.52,- - - - Traumatic rupture of volar plate of finger at metacarpophalangeal or interphalangeal joint,0.5355,related-to
SIDDHA-SAN1.4,Corṇa Veṟṟilai Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.508,related-to
SIDDHA-SAN1.4,Corṇa Veṟṟilai Varmam,Biomedicine,NB93.02,- - - - Crushing injury of vulva,0.5855,related-to
SIDDHA-SAN1.4,Corṇa Veṟṟilai Varmam,Biomedicine,GA13.6,- - - - Vulvar laceration,0.5428,related-to
SIDDHA-SAN1.4,Corṇa Veṟṟilai Varmam,Biomedicine,NC56.60,- - - - Laceration of multiple blood vessels at wrist or hand level,0.5126,related-to
SIDDHA-SAN1.5,Kai Nerukku Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5183,related-to
SIDDHA-SAN1.6,Kai Kavaḷi Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5648,related-to
SIDDHA-SAN1.6,Kai Kavaḷi Varmam,Biomedicine,NB93.02,- - - - Crushing injury of vulva,0.5405,related-to
SIDDHA-SAO1.1,Kōẕikkaẕuttu Varmam,TM2,ST20,Injury pattern in the varmam or marmam (TM2),0.5416,related-to
SIDDHA-SAO1.1,Kōẕikkaẕuttu Varmam,Biomedicine,NC58.3,- - - Crushing injury of wrist,0.5967,related-to
SIDDHA-SAO1.1,Kōẕikkaẕuttu Varmam,Biomedicine,NC58,- - Crushing injury of wrist or hand,0.5684,related-to
