AYUSH_Code,AYUSH_Term,Target_System,WHO_Code_Candidate,WHO_Term_Candidate,Similarity_Score,Suggested_Relationship
SIDDHA-TAB1.1,Pāla Karappāṉ - Pitta Karappāṉ,TM2,SN40,Dermatitis disorder (TM2),0.5293,equivalent
SIDDHA-TAB1.1,Pāla Karappāṉ - Pitta Karappāṉ,TM2,SL62,Palpitation disorder (TM2),0.518,equivalent
SIDDHA-TAB1.1,Pāla Karappāṉ - Pitta Karappāṉ,TM2,SN4K,Urticaria disorder (TM2),0.5118,equivalent
SIDDHA-TAB1.2,Pāla Karappāṉ - Pori Karappāṉ,TM2,SK20,Facial palsy disorder (TM2),0.5056,equivalent
SIDDHA-TAB1.3,Pāla Karappāṉ - Ceṅkarappāṉ,TM2,SN40,Dermatitis disorder (TM2),0.6071,equivalent
SIDDHA-TAB1.3,Pāla Karappāṉ - Ceṅkarappāṉ,TM2,SN43,Eczema disorder (TM2),0.5951,equivalent
SIDDHA-TAB1.3,Pāla Karappāṉ - Ceṅkarappāṉ,TM2,SK20,Facial palsy disorder (TM2),0.5351,equivalent
SIDDHA-TAB1.3,Pāla Karappāṉ - Ceṅkarappāṉ,Biomedicine,2B65.0,- - - - - Adenocarcinoma of palate,0.526,related-to
SIDDHA-TAB1.3,Pāla Karappāṉ - Ceṅkarappāṉ,Biomedicine,2B65.Y,- - - - - Other specified malignant neoplasm of palate,0.5097,related-to
SIDDHA-TAB1.3,Pāla Karappāṉ - Ceṅkarappāṉ,Biomedicine,2B65,- - - - Malignant neoplasms of palate,0.5003,related-to
SIDDHA-TAB1.4,Pāla Karappāṉ - Koḷḷi Karappāṉ,TM2,SN43,Eczema disorder (TM2),0.5893,equivalent
SIDDHA-TAB1.4,Pāla Karappāṉ - Koḷḷi Karappāṉ,TM2,SK20,Facial palsy disorder (TM2),0.5455,equivalent
SIDDHA-TAB1.4,Pāla Karappāṉ - Koḷḷi Karappāṉ,TM2,SL02,Hoarseness of voice disorder (TM2),0.5385,equivalent
SIDDHA-TAB1.4,Pāla Karappāṉ - Koḷḷi Karappāṉ,Biomedicine,DA03.Z,"- - - Diseases of tongue, unspecified",0.5022,related-to
SIDDHA-TAC,Aiyam,TM2,SR1H,Increase of Aiyam pattern (TM2),0.5676,equivalent
SIDDHA-TAC,Aiyam,TM2,SR1L,Decrease of Aiyam pattern (TM2),0.5462,equivalent
SIDDHA-TAC,Aiyam,TM2,SQ4Y,"Other specified mental, emotional and behavioural disorders (TM2)",0.5121,equivalent
SIDDHA-TAC,Aiyam,Biomedicine,SR1H,- - - - Increase of Aiyam pattern (TM2),0.5757,related-to
SIDDHA-TAC,Aiyam,Biomedicine,SR1L,- - - - Decrease of Aiyam pattern (TM2),0.5259,related-to
SIDDHA-TAC1.1,Pāla Karappāṉ - Aiya Karappāṉ,TM2,SK20,Facial palsy disorder (TM2),0.5785,equivalent
SIDDHA-TAC1.1,Pāla Karappāṉ - Aiya Karappāṉ,TM2,SN43,Eczema disorder (TM2),0.5371,equivalent
SIDDHA-TAC1.1,Pāla Karappāṉ - Aiya Karappāṉ,TM2,SN40,Dermatitis disorder (TM2),0.5287,equivalent
SIDDHA-TAC1.1,Pāla Karappāṉ - Aiya Karappāṉ,Biomedicine,DA03.Z,"- - - Diseases of tongue, unspecified",0.5005,related-to
SIDDHA-TAC1.2,Pāla Karappāṉ - Vīṅku Karappāṉ,TM2,SP92,Oedema disorder (TM2),0.5562,equivalent
SIDDHA-TAC1.2,Pāla Karappāṉ - Vīṅku Karappāṉ,TM2,SN43,Eczema disorder (TM2),0.5033,equivalent
SIDDHA-TAC1.2,Pāla Karappāṉ - Vīṅku Karappāṉ,TM2,SP91,Generalised oedema disorder (TM2),0.5001,equivalent
SIDDHA-TAD,Mukkuṟṟam,Biomedicine,XM18V8,- - - - - - Lorajmine,0.5241,related-to
SIDDHA-TAD,Mukkuṟṟam,Biomedicine,XM8HR5,- - - - - - - Ambrisentan,0.5106,related-to
SIDDHA-TAD1.1,Pāla Karappāṉ - Tōṭa Karappāṉ,TM2,SK20,Facial palsy disorder (TM2),0.5437,equivalent
SIDDHA-TAD1.1,Pāla Karappāṉ - Tōṭa Karappāṉ,TM2,SN40,Dermatitis disorder (TM2),0.5392,equivalent
SIDDHA-TAD1.1,Pāla Karappāṉ - Tōṭa Karappāṉ,TM2,SN43,Eczema disorder (TM2),0.5186,equivalent
SIDDHA-TAD1.1,Pāla Karappāṉ - Tōṭa Karappāṉ,Biomedicine,EK10.0,- - - Oral allergy syndrome,0.5354,related-to
SIDDHA-TAD1.1,Pāla Karappāṉ - Tōṭa Karappāṉ,Biomedicine,DA03.Z,"- - - Diseases of tongue, unspecified",0.5086,related-to
SIDDHA-TAD1.1,Pāla Karappāṉ - Tōṭa Karappāṉ,Biomedicine,DA03,- - Diseases of tongue,0.5054,related-to
SIDDHA-TBA,Vaḷi,Biomedicine,XM1WZ4,- - - - - - Valmid,0.6566,related-to
SIDDHA-TBA,Vaḷi,Biomedicine,XM4GK4,- - - - - - Valaciclovir,0.5726,related-to
SIDDHA-TBA,Vaḷi,Biomedicine,XM2RU2,- - - - - - Valganciclovir,0.544,related-to
SIDDHA-TBA1.1,Kakkuvāṉ,TM2,SL41,Cough disorder (TM2),0.5078,equivalent
SIDDHA-TBA1.1,Kakkuvāṉ,Biomedicine,SL41,- - - - Cough disorder (TM2),0.512,related-to
SIDDHA-TBA1.1,Kakkuvāṉ,Biomedicine,SA7Z,"- - - - - - Cough disorders (TM1), unspecified",0.5037,related-to
SIDDHA-TCA,Vaḷi,Biomedicine,XM1WZ4,- - - - - - Valmid,0.6566,related-to
SIDDHA-TCA,Vaḷi,Biomedicine,XM4GK4,- - - - - - Valaciclovir,0.5726,related-to
SIDDHA-TCA,Vaḷi,Biomedicine,XM2RU2,- - - - - - Valganciclovir,0.544,related-to
SIDDHA-TCA1.1,Vaṟaḷ Kāmālai,TM2,SL70,Varicose veins disorder (TM2),0.5514,equivalent
SIDDHA-TCA1.1,Vaṟaḷ Kāmālai,Biomedicine,LD24.23,- - - - Yunis-Varon disease,0.5144,related-to
SIDDHA-TCA1.1,Vaṟaḷ Kāmālai,Biomedicine,1E90.1,- - - - Varicella meningitis,0.5034,related-to
SIDDHA-TCB,Aẕal,Biomedicine,XM9VB8,- - - - - - Azelastine,0.6471,related-to
SIDDHA-TCB,Aẕal,Biomedicine,XM3DB8,- - - - - - - Aztreonam,0.6469,related-to
SIDDHA-TCB,Aẕal,Biomedicine,XM0TE5,- - - - - - Azatepa,0.6457,related-to
SIDDHA-TCB1.1,Mañcaḷ Kāmālai,Biomedicine,1E90.1,- - - - Varicella meningitis,0.5533,related-to
SIDDHA-TCB1.1,Mañcaḷ Kāmālai,Biomedicine,8E40.1,- - - Chemical meningitis,0.5089,related-to
SIDDHA-TCB1.1,Mañcaḷ Kāmālai,Biomedicine,1D01.2,- - - Parasitic or protozoal meningitis,0.5071,related-to
SIDDHA-TCC,Aiyam,TM2,SR1H,Increase of Aiyam pattern (TM2),0.5676,equivalent
SIDDHA-TCC,Aiyam,TM2,SR1L,Decrease of Aiyam pattern (TM2),0.5462,equivalent
SIDDHA-TCC,Aiyam,TM2,SQ4Y,"Other specified mental, emotional and behavioural disorders (TM2)",0.5121,equivalent
SIDDHA-TCC,Aiyam,Biomedicine,SR1H,- - - - Increase of Aiyam pattern (TM2),0.5757,related-to
SIDDHA-TCC,Aiyam,Biomedicine,SR1L,- - - - Decrease of Aiyam pattern (TM2),0.5259,related-to
UNANI-A-36.25,Ṣudā‘ Shirkī Mi‘dī,TM2,SK0Y,Other specified headache disorders (TM2),0.5889,equivalent
UNANI-A-36.25,Ṣudā‘ Shirkī Mi‘dī,TM2,SK0Z,"Headache disorders (TM2), unspecified",0.5224,equivalent
UNANI-A-36.25,Ṣudā‘ Shirkī Mi‘dī,TM2,SK01,Migraine disorder (TM2),0.5168,equivalent
UNANI-A-36.25,Ṣudā‘ Shirkī Mi‘dī,Biomedicine,8A8Z,"- - Headache disorders, unspecified",0.6476,related-to
UNANI-A-36.25,Ṣudā‘ Shirkī Mi‘dī,Biomedicine,8A8Y,- - Other specified headache disorders,0.612,related-to
UNANI-A-36.25,Ṣudā‘ Shirkī Mi‘dī,Biomedicine,8A80.3Z,"- - - - Complications related to migraine, unspecified",0.6011,related-to
UNANI-CH,Amrāḍ-i-Litha,TM2,SM1B,Bleeding gum disorder (TM2),0.5479,equivalent
UNANI-CH,Amrāḍ-i-Litha,TM2,SM14,Gingivitis disorder (TM2),0.5412,equivalent
UNANI-CH,Amrāḍ-i-Litha,Biomedicine,2B63.Y,- - - - - Other specified malignant neoplasm of gum,0.6465,related-to
UNANI-CH,Amrāḍ-i-Litha,Biomedicine,DA0B,- - Gingival diseases,0.6282,related-to
UNANI-CH,Amrāḍ-i-Litha,Biomedicine,DA0B.Z,"- - - Gingival diseases, unspecified",0.6219,related-to
SIDDHA-TCC1.1,Ūtu Kāmālai,Biomedicine,MB29.Y,- - - Other specified symptoms and signs involving eating and related behaviour,0.5184,related-to
SIDDHA-TCC1.1,Ūtu Kāmālai,Biomedicine,MB29,- - Symptoms or signs involving eating and related behaviour,0.5078,related-to
SIDDHA-TCC1.1,Ūtu Kāmālai,Biomedicine,MG43.Y,- - - - Other specified symptoms or signs concerning food or fluid intake,0.5032,related-to
SIDDHA-TDA,Vaḷi,Biomedicine,XM1WZ4,- - - - - - Valmid,0.6566,related-to
SIDDHA-TDA,Vaḷi,Biomedicine,XM4GK4,- - - - - - Valaciclovir,0.5726,related-to
SIDDHA-TDA,Vaḷi,Biomedicine,XM2RU2,- - - - - - Valganciclovir,0.544,related-to
SIDDHA-TDA1.1,Vātak Kaṇam,TM2,SS82,Vata predominant age pattern (TM2),0.5365,equivalent
SIDDHA-TDA1.4,Vaṟaṭkkaṇam,TM2,SL71,Varicose ulcer disorder (TM2),0.5291,equivalent
SIDDHA-TDA1.4,Vaṟaṭkkaṇam,TM2,SL04,Severe throat inflammation disorder (TM2),0.5138,equivalent
SIDDHA-TDA1.4,Vaṟaṭkkaṇam,TM2,SL70,Varicose veins disorder (TM2),0.5044,equivalent
SIDDHA-TDA1.4,Vaṟaṭkkaṇam,Biomedicine,DA03.Z,"- - - Diseases of tongue, unspecified",0.5756,related-to
SIDDHA-TDA1.4,Vaṟaṭkkaṇam,Biomedicine,DA03.Y,- - - Other specified diseases of tongue,0.5687,related-to
SIDDHA-TDA1.4,Vaṟaṭkkaṇam,Biomedicine,1E90.1,- - - - Varicella meningitis,0.5489,related-to
SIDDHA-TDA1.5,Mūlakkaṇam,Biomedicine,VE20,- - - Sensation of pain [BMDS],0.5237,related-to
SIDDHA-TDB,Aẕal,Biomedicine,XM9VB8,- - - - - - Azelastine,0.6471,related-to
SIDDHA-TDB,Aẕal,Biomedicine,XM3DB8,- - - - - - - Aztreonam,0.6469,related-to
SIDDHA-TDB,Aẕal,Biomedicine,XM0TE5,- - - - - - Azatepa,0.6457,related-to
SIDDHA-TDB1.2,Nīrkkaṇam,TM2,SR88,Urine colour of excessive cold pattern (TM2),0.5195,equivalent
SIDDHA-TDB1.2,Nīrkkaṇam,Biomedicine,DD91.01,"- - - - Irritable bowel syndrome, diarrhoea predominant",0.5077,related-to
SIDDHA-TDB1.2,Nīrkkaṇam,Biomedicine,SA55,- - - - - Diarrhea disorder (TM1),0.503,related-to
SIDDHA-TDB1.3,Kottippukkaṇam,TM2,SL02,Hoarseness of voice disorder (TM2),0.5391,equivalent
SIDDHA-TDB1.3,Kottippukkaṇam,TM2,SL0Y,Other specified neck and throat disorders (TM2),0.5368,equivalent
SIDDHA-TDB1.3,Kottippukkaṇam,TM2,SL2Y,"Other specified eye, ear, nose, throat and neck disorders (TM2)",0.536,equivalent
SIDDHA-TDB1.3,Kottippukkaṇam,Biomedicine,ED63.3,- - - - - Vogt-Koyanagi-Harada syndrome,0.5478,related-to
SIDDHA-TDB1.3,Kottippukkaṇam,Biomedicine,5B5A.11,- - - - - Korsakoff syndrome,0.5287,related-to
SIDDHA-TDB1.3,Kottippukkaṇam,Biomedicine,8B22.B,- - - Moyamoya syndrome,0.5036,related-to
SIDDHA-TDB1.4,Antakkkaṇam,TM2,SS2G,Pattern of humour accumulated with excess cold (TM2),0.5146,equivalent
SIDDHA-TDB1.4,Antakkkaṇam,TM2,SK83,Pruritus of ear disorder (TM2),0.5018,equivalent
SIDDHA-TDB1.4,Antakkkaṇam,TM2,SL2Y,"Other specified eye, ear, nose, throat and neck disorders (TM2)",0.5007,equivalent
SIDDHA-TDB1.4,Antakkkaṇam,Biomedicine,1C11.00,- - - - Oroya fever,0.5058,related-to
SIDDHA-TDB1.5,Mantārakkaṇam,TM2,SS2G,Pattern of humour accumulated with excess cold (TM2),0.5053,equivalent
SIDDHA-TDB1.5,Mantārakkaṇam,TM2,SS2H,Pattern of humour accumulated with excess heat (TM2),0.5041,equivalent
SIDDHA-TDB1.6,Erikkaṇam,TM2,SN44,Foul body smelling disorder (TM2),0.5395,equivalent
SIDDHA-TDB1.6,Erikkaṇam,Biomedicine,DA0F.0,- - - Burning mouth syndrome,0.5444,related-to
SIDDHA-TDB1.6,Erikkaṇam,Biomedicine,XA5QD6,- - - - - - Olfactory nerve,0.5028,related-to
SIDDHA-TDB1.7,Nīrāmakkaṇam,TM2,SR89,"Urine colour of excessive depravement of Vaḷi, Aẕal and Aiyam pattern (TM2)",0.5429,equivalent
SIDDHA-TDB1.7,Nīrāmakkaṇam,TM2,SR88,Urine colour of excessive cold pattern (TM2),0.5233,equivalent
SIDDHA-TDB1.7,Nīrāmakkaṇam,TM2,SM76,Severe vomiting and diarrhoea disorder (TM2),0.5035,equivalent
SIDDHA-TDB1.7,Nīrāmakkaṇam,Biomedicine,KB8C,- - Noninfectious neonatal diarrhoea,0.5112,related-to
SIDDHA-TDB1.7,Nīrāmakkaṇam,Biomedicine,SR89,"- - - - Urine colour of excessive depravement of Vaḷi, Aẕal and Aiyam pattern (TM2)",0.5038,related-to
SIDDHA-TDB1.8,Mukkukkaṇam,TM2,SQ6Y,Other specified poisoning disorders (TM2),0.5346,equivalent
SIDDHA-TDB1.8,Mukkukkaṇam,TM2,SM3H,Nausea disorder (TM2),0.5172,equivalent
SIDDHA-TDB1.8,Mukkukkaṇam,TM2,SQ10,Anxiety ephemeral fever disorder (TM2),0.5009,equivalent
SIDDHA-TDB1.8,Mukkukkaṇam,Biomedicine,1D4C,- - Alkhurma haemorrhagic fever,0.5027,related-to
SIDDHA-TDB1.9,Irattakkaṇam,TM2,SM7Y,Other specified gastro-intestinal disorders (TM2),0.5259,equivalent
SIDDHA-TDB1.9,Irattakkaṇam,TM2,SS24,Suppression of cough pattern (TM2),0.5204,equivalent
SIDDHA-TDB1.9,Irattakkaṇam,TM2,SL4Y,Other specified respiratory system disorders (TM2),0.5122,equivalent
SIDDHA-TDB1.9,Irattakkaṇam,Biomedicine,1C11.00,- - - - Oroya fever,0.5011,related-to
SIDDHA-TDC,Aiyam,TM2,SR1H,Increase of Aiyam pattern (TM2),0.5676,equivalent
SIDDHA-TDC,Aiyam,TM2,SR1L,Decrease of Aiyam pattern (TM2),0.5462,equivalent
SIDDHA-TDC,Aiyam,TM2,SQ4Y,"Other specified mental, emotional and behavioural disorders (TM2)",0.5121,equivalent
SIDDHA-TDC,Aiyam,Biomedicine,SR1H,- - - - Increase of Aiyam pattern (TM2),0.5757,related-to
SIDDHA-TDC,Aiyam,Biomedicine,SR1L,- - - - Decrease of Aiyam pattern (TM2),0.5259,related-to
SIDDHA-TDC1.2,Cūlikkaṇam,TM2,SL4Y,Other specified respiratory system disorders (TM2),0.6254,equivalent
SIDDHA-TDC1.2,Cūlikkaṇam,TM2,SL04,Severe throat inflammation disorder (TM2),0.5571,equivalent
SIDDHA-TDC1.2,Cūlikkaṇam,TM2,SL05,Pharyngitis disorder (TM2),0.5158,equivalent
SIDDHA-TDC1.2,Cūlikkaṇam,Biomedicine,SL41,- - - - Cough disorder (TM2),0.5282,related-to
SIDDHA-TDC1.2,Cūlikkaṇam,Biomedicine,SA7Z,"- - - - - - Cough disorders (TM1), unspecified",0.5059,related-to
SIDDHA-TDC1.2,Cūlikkaṇam,Biomedicine,SA7Y,- - - - - - Other specified cough disorders (TM1),0.5052,related-to
SIDDHA-TDC1.3,Cuẕikkaṇam,TM2,SP52,Fever disorder due to derangement of Balgham (TM2),0.5639,equivalent
SIDDHA-TDC1.3,Cuẕikkaṇam,TM2,SP51,Fever disorder (TM2),0.5616,equivalent
SIDDHA-TDC1.3,Cuẕikkaṇam,TM2,SP56,High grade fever disorder (TM2),0.558,equivalent
SIDDHA-TDC1.3,Cuẕikkaṇam,Biomedicine,8B22.B,- - - Moyamoya syndrome,0.5359,related-to
SIDDHA-TDC1.3,Cuẕikkaṇam,Biomedicine,5C58.00,- - - - - Crigler-Najjar syndrome,0.5003,related-to
SIDDHA-TDC1.4,Makā Kaṇam,TM2,SK20,Facial palsy disorder (TM2),0.5064,equivalent
SIDDHA-TDC1.4,Makā Kaṇam,TM2,SM1L,Itchy swollen lip diorder (TM2),0.5013,equivalent
SIDDHA-TDC1.4,Makā Kaṇam,Biomedicine,NA06.02,- - - - Oedema of eyelid,0.5029,related-to
SIDDHA-TDC1.5,Ūtu Kaṇam,TM2,SM3H,Nausea disorder (TM2),0.5027,equivalent
SIDDHA-TDC1.6,Vīṅku Kaṇam,TM2,SM3B,Indigestion disorder (TM2),0.5811,equivalent
SIDDHA-TDC1.6,Vīṅku Kaṇam,TM2,SM34,Constipation disorder (TM2),0.5437,equivalent
SIDDHA-TDC1.6,Vīṅku Kaṇam,TM2,SN4K,Urticaria disorder (TM2),0.5436,equivalent
SIDDHA-TDC1.6,Vīṅku Kaṇam,Biomedicine,SM3B,- - - - - Indigestion disorder (TM2),0.5309,related-to
SIDDHA-TDC1.7,Āma Kaṇam,TM2,SP57,Intermittent fever disorder (TM2),0.6858,equivalent
SIDDHA-TDC1.7,Āma Kaṇam,TM2,SP58,Continuous fever disorder (TM2),0.6101,equivalent
SIDDHA-TDC1.7,Āma Kaṇam,TM2,SP51,Fever disorder (TM2),0.6014,equivalent
SIDDHA-TDC1.7,Āma Kaṇam,Biomedicine,SP57,- - - - - Intermittent fever disorder (TM2),0.6626,related-to
SIDDHA-TDC1.7,Āma Kaṇam,Biomedicine,SP51,- - - - - Fever disorder (TM2),0.5819,related-to
SIDDHA-TDC1.7,Āma Kaṇam,Biomedicine,SP58,- - - - - Continuous fever disorder (TM2),0.5807,related-to
SIDDHA-TDC1.8,Pērāma Kaṇam,TM2,SM76,Severe vomiting and diarrhoea disorder (TM2),0.5244,equivalent
SIDDHA-TDC1.8,Pērāma Kaṇam,TM2,SM3C,Food stasis indigestion disorder (TM2),0.5044,equivalent
SIDDHA-TDC1.8,Pērāma Kaṇam,TM2,SM7Y,Other specified gastro-intestinal disorders (TM2),0.5014,equivalent
SIDDHA-TDC1.9,Ciṅkikkaṇam,TM2,SP52,Fever disorder due to derangement of Balgham (TM2),0.5817,equivalent
SIDDHA-TDC1.9,Ciṅkikkaṇam,TM2,SP56,High grade fever disorder (TM2),0.5749,equivalent
SIDDHA-TDC1.9,Ciṅkikkaṇam,TM2,SP57,Intermittent fever disorder (TM2),0.5655,equivalent
SIDDHA-TDC1.9,Ciṅkikkaṇam,Biomedicine,FA27.0,- - - - Kashin-Beck disease,0.5253,related-to
SIDDHA-TDC1.9,Ciṅkikkaṇam,Biomedicine,ED63.3,- - - - - Vogt-Koyanagi-Harada syndrome,0.5115,related-to
SIDDHA-TDC1.9,Ciṅkikkaṇam,Biomedicine,5C58.00,- - - - - Crigler-Najjar syndrome,0.51,related-to
SIDDHA-TEA1.2,Kaṇa Kaẕiccal,TM2,SM37,Diarrhoea disorder (TM2),0.515,equivalent
SIDDHA-TEC,Aiyam,TM2,SR1H,Increase of Aiyam pattern (TM2),0.5676,equivalent
SIDDHA-TEC,Aiyam,TM2,SR1L,Decrease of Aiyam pattern (TM2),0.5462,equivalent
SIDDHA-TEC,Aiyam,TM2,SQ4Y,"Other specified mental, emotional and behavioural disorders (TM2)",0.5121,equivalent
SIDDHA-TEC,Aiyam,Biomedicine,SR1H,- - - - Increase of Aiyam pattern (TM2),0.5757,related-to
SIDDHA-TEC,Aiyam,Biomedicine,SR1L,- - - - Decrease of Aiyam pattern (TM2),0.5259,related-to
SIDDHA-TF,Māntam,Biomedicine,XM5207,- - - - - Piracetam,0.5639,related-to
SIDDHA-TF,Māntam,Biomedicine,XA51B7,- - - - - - - - Mandible,0.552,related-to
SIDDHA-TF,Māntam,Biomedicine,XM3AJ3,- - - - - Menadiol,0.5136,related-to
SIDDHA-TFA,Vaḷi,Biomedicine,XM1WZ4,- - - - - - Valmid,0.6566,related-to
SIDDHA-TFA,Vaḷi,Biomedicine,XM4GK4,- - - - - - Valaciclovir,0.5726,related-to
SIDDHA-TFA,Vaḷi,Biomedicine,XM2RU2,- - - - - - Valganciclovir,0.544,related-to
SIDDHA-TFA1.2,Pitta Māntam,TM2,SR15,Vitiation of pitta pattern (TM2),0.5063,equivalent
SIDDHA-TFA1.2,Pitta Māntam,Biomedicine,CA71.0,- - - - Pneumonitis due to inhalation of food or vomit,0.5014,related-to
SIDDHA-TFA1.3,Pōr Māntam,TM2,SM76,Severe vomiting and diarrhoea disorder (TM2),0.5468,equivalent
SIDDHA-TFA1.4,Cura Māntam,TM2,SP97,Severe fatigue disorder (TM2),0.5021,equivalent
SIDDHA-TFA1.5,Nīr Māntam,TM2,SP55,Fever with chills disorder (TM2),0.5063,equivalent
SIDDHA-TFA1.5,Nīr Māntam,Biomedicine,8E40.1,- - - Chemical meningitis,0.522,related-to
SIDDHA-TFA1.6,Ceriyāmai Māntam,TM2,SM76,Severe vomiting and diarrhoea disorder (TM2),0.5663,equivalent
SIDDHA-TFA1.6,Ceriyāmai Māntam,TM2,SM3H,Nausea disorder (TM2),0.5294,equivalent
SIDDHA-TFA1.6,Ceriyāmai Māntam,TM2,SN4K,Urticaria disorder (TM2),0.508,equivalent
SIDDHA-TFA1.9,Talai Māntam,TM2,SN4K,Urticaria disorder (TM2),0.5013,equivalent
SIDDHA-TFA1.9,Talai Māntam,TM2,SM76,Severe vomiting and diarrhoea disorder (TM2),0.5003,equivalent
SIDDHA-TFA1.11,Cuẕi Māntam,TM2,SP51,Fever disorder (TM2),0.589,equivalent
SIDDHA-TFA1.11,Cuẕi Māntam,TM2,SP56,High grade fever disorder (TM2),0.5885,equivalent
SIDDHA-TFA1.11,Cuẕi Māntam,TM2,SP59,Fever disorder due to external factor (TM2),0.5421,equivalent
SIDDHA-TFA1.11,Cuẕi Māntam,Biomedicine,1C11.00,- - - - Oroya fever,0.5173,related-to
SIDDHA-TFA1.12,Mukku Māntam,TM2,SP57,Intermittent fever disorder (TM2),0.5543,equivalent
SIDDHA-TFA1.12,Mukku Māntam,TM2,SP56,High grade fever disorder (TM2),0.5505,equivalent
SIDDHA-TFA1.12,Mukku Māntam,TM2,SP51,Fever disorder (TM2),0.5457,equivalent
SIDDHA-TFA1.12,Mukku Māntam,Biomedicine,1C11.00,- - - - Oroya fever,0.5543,related-to
SIDDHA-TFA1.12,Mukku Māntam,Biomedicine,4A43.1,- - - Mikulicz disease,0.517,related-to
SIDDHA-TFA1.12,Mukku Māntam,Biomedicine,XN8AF,- - - - - Muju virus,0.5021,related-to
SIDDHA-TFB,Aẕal,Biomedicine,XM9VB8,- - - - - - Azelastine,0.6471,related-to
SIDDHA-TFB,Aẕal,Biomedicine,XM3DB8,- - - - - - - Aztreonam,0.6469,related-to
SIDDHA-TFB,Aẕal,Biomedicine,XM0TE5,- - - - - - Azatepa,0.6457,related-to
SIDDHA-TFB1.3,Kaṇa Māntam,TM2,SM76,Severe vomiting and diarrhoea disorder (TM2),0.5054,equivalent
SIDDHA-TFB1.4,Vīkkam Māntam,TM2,SK6R,Non-inflammatory swelling of eye disorder (TM2),0.5281,equivalent
SIDDHA-TFB1.4,Vīkkam Māntam,TM2,SK6H,Eyelid wart disorder (TM2),0.5191,equivalent
SIDDHA-TFB1.4,Vīkkam Māntam,TM2,SP54,Fever with body pain disorder (TM2),0.5155,equivalent
SIDDHA-TFC,Aiyam,TM2,SR1H,Increase of Aiyam pattern (TM2),0.5676,equivalent
SIDDHA-TFC,Aiyam,TM2,SR1L,Decrease of Aiyam pattern (TM2),0.5462,equivalent
SIDDHA-TFC,Aiyam,TM2,SQ4Y,"Other specified mental, emotional and behavioural disorders (TM2)",0.5121,equivalent
SIDDHA-TFC,Aiyam,Biomedicine,SR1H,- - - - Increase of Aiyam pattern (TM2),0.5757,related-to
SIDDHA-TFC,Aiyam,Biomedicine,SR1L,- - - - Decrease of Aiyam pattern (TM2),0.5259,related-to
SIDDHA-TFC1.3,Ūtal Māntam,TM2,SM3H,Nausea disorder (TM2),0.5305,equivalent
SIDDHA-TFC1.3,Ūtal Māntam,TM2,SM76,Severe vomiting and diarrhoea disorder (TM2),0.5284,equivalent
UNANI-CI,Amrāḍ-i-Ḥalq,TM2,SL04,Severe throat inflammation disorder (TM2),0.5614,equivalent
UNANI-CI,Amrāḍ-i-Ḥalq,TM2,SL0Y,Other specified neck and throat disorders (TM2),0.5509,equivalent
UNANI-CI,Amrāḍ-i-Ḥalq,TM2,SL0Z,"Neck and throat disorders (TM2), unspecified",0.5466,equivalent
UNANI-CI,Amrāḍ-i-Ḥalq,Biomedicine,MD36.Y,- - - - Other specified symptom or complaint of the throat,0.5807,related-to
UNANI-CI,Amrāḍ-i-Ḥalq,Biomedicine,MD36.Z,"- - - - Symptom or complaint of the throat, unspecified",0.5762,related-to
UNANI-CI,Amrāḍ-i-Ḥalq,Biomedicine,MD36,- - - Symptom or complaint of the throat,0.5679,related-to
SIDDHA-TGA,Vaḷi,Biomedicine,XM1WZ4,- - - - - - Valmid,0.6566,related-to
SIDDHA-TGA,Vaḷi,Biomedicine,XM4GK4,- - - - - - Valaciclovir,0.5726,related-to
SIDDHA-TGA,Vaḷi,Biomedicine,XM2RU2,- - - - - - Valganciclovir,0.544,related-to
SIDDHA-TGA1.1,Nānāṟṟam,TM2,SL05,Pharyngitis disorder (TM2),0.52,equivalent
SIDDHA-TGA1.1,Nānāṟṟam,TM2,SM37,Diarrhoea disorder (TM2),0.5131,equivalent
SIDDHA-TGA1.1,Nānāṟṟam,TM2,SM15,Halitosis disorder (TM2),0.5069,equivalent
SIDDHA-TH,Nāmuḷ,Biomedicine,XM48M2,- - - - - - Simazine,0.5199,related-to
SIDDHA-THA,Vaḷi,Biomedicine,XM1WZ4,- - - - - - Valmid,0.6566,related-to
SIDDHA-THA,Vaḷi,Biomedicine,XM4GK4,- - - - - - Valaciclovir,0.5726,related-to
SIDDHA-THA,Vaḷi,Biomedicine,XM2RU2,- - - - - - Valganciclovir,0.544,related-to
SIDDHA-THA1.1,Nāmuḷ,TM2,SL41,Cough disorder (TM2),0.5204,equivalent
SIDDHA-THA1.1,Nāmuḷ,Biomedicine,GA07.0,- - - - Acute salpingitis or oophoritis,0.5363,related-to
SIDDHA-THA1.1,Nāmuḷ,Biomedicine,GA07.1,- - - - Chronic salpingitis or oophoritis,0.5328,related-to
SIDDHA-THA1.1,Nāmuḷ,Biomedicine,CA23.22,- - - - Cough variant asthma,0.5249,related-to
SIDDHA-TI,Nāvil Tōṉṟum Nōykaḷ,Biomedicine,1F2D.4,- - - Tinea nigra,0.5863,related-to
SIDDHA-TI,Nāvil Tōṉṟum Nōykaḷ,Biomedicine,XM8TH1,- - - - - - Nimetazepam,0.525,related-to
SIDDHA-TI,Nāvil Tōṉṟum Nōykaḷ,Biomedicine,XH2MQ5,- - - - Dermal naevus,0.5233,related-to
